Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeSeconds,CumulativeTime,GapToLeader
0 days 01:06:47.568000,HAD,6,0 days 00:01:25.556000,3.0,1.0,,,0 days 00:00:30.094000,0 days 00:00:18.602000,0 days 00:00:36.860000,0 days 01:05:52.208000,0 days 01:06:10.810000,0 days 01:06:47.670000,238.0,276.0,295.0,294.0,True,MEDIUM,3.0,True,Red Bull Racing,0 days 01:05:22.012000,2026-03-08 04:06:28.635,1,4.0,False,,False,True,85.556,171.543,2.0430000000000064
0 days 01:08:12.910000,HAD,6,0 days 00:01:25.342000,4.0,1.0,,,0 days 00:00:29.956000,0 days 00:00:18.801000,0 days 00:00:36.585000,0 days 01:07:17.626000,0 days 01:07:36.427000,0 days 01:08:13.012000,247.0,271.0,296.0,284.0,True,MEDIUM,4.0,True,Red Bull Racing,0 days 01:06:47.568000,2026-03-08 04:07:54.191,1,4.0,False,,False,True,85.342,256.885,2.3189999999999884
0 days 01:09:38.265000,HAD,6,0 days 00:01:25.355000,5.0,1.0,,,0 days 00:00:30.182000,0 days 00:00:18.728000,0 days 00:00:36.445000,0 days 01:08:43.194000,0 days 01:09:01.922000,0 days 01:09:38.367000,227.0,273.0,296.0,302.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 01:08:12.910000,2026-03-08 04:09:19.533,1,4.0,False,,False,True,85.355,342.24,3.1720000000000255
0 days 01:11:04.144000,HAD,6,0 days 00:01:25.879000,6.0,1.0,,,0 days 00:00:29.869000,0 days 00:00:18.771000,0 days 00:00:37.239000,0 days 01:10:08.236000,0 days 01:10:27.007000,0 days 01:11:04.246000,235.0,270.0,299.0,294.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 01:09:38.265000,2026-03-08 04:10:44.888,1,5.0,False,,False,True,85.879,428.119,82.584
0 days 01:12:29.589000,HAD,6,0 days 00:01:25.445000,7.0,1.0,,,0 days 00:00:30.330000,0 days 00:00:18.575000,0 days 00:00:36.540000,0 days 01:11:34.576000,0 days 01:11:53.151000,0 days 01:12:29.691000,226.0,278.0,299.0,289.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 01:11:04.144000,2026-03-08 04:12:10.767,1,5.0,False,,False,True,85.445,513.564,82.94999999999993
0 days 01:13:54.902000,HAD,6,0 days 00:01:25.313000,8.0,1.0,,,0 days 00:00:30.016000,0 days 00:00:18.842000,0 days 00:00:36.455000,0 days 01:12:59.707000,0 days 01:13:18.549000,0 days 01:13:55.004000,228.0,270.0,298.0,297.0,True,MEDIUM,8.0,True,Red Bull Racing,0 days 01:12:29.589000,2026-03-08 04:13:36.212,1,5.0,False,,False,True,85.313,598.877,83.29899999999998
0 days 01:15:20.141000,HAD,6,0 days 00:01:25.239000,9.0,1.0,,,0 days 00:00:29.867000,0 days 00:00:18.795000,0 days 00:00:36.577000,0 days 01:14:24.871000,0 days 01:14:43.666000,0 days 01:15:20.243000,237.0,268.0,298.0,293.0,True,MEDIUM,9.0,True,Red Bull Racing,0 days 01:13:54.902000,2026-03-08 04:15:01.525,1,5.0,False,,False,True,85.239,684.116,83.09699999999998
0 days 01:16:45.504000,HAD,6,0 days 00:01:25.363000,10.0,1.0,,,0 days 00:00:29.916000,0 days 00:00:18.845000,0 days 00:00:36.602000,0 days 01:15:50.159000,0 days 01:16:09.004000,0 days 01:16:45.606000,238.0,267.0,295.0,288.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 01:15:20.141000,2026-03-08 04:16:26.764,1,5.0,False,,False,True,85.363,769.479,81.79100000000005
0 days 01:05:17.680000,RUS,63,0 days 00:01:25.007000,2.0,1.0,,,0 days 00:00:29.753000,0 days 00:00:17.841000,0 days 00:00:37.413000,0 days 01:04:22.530000,0 days 01:04:40.371000,0 days 01:05:17.784000,259.0,273.0,290.0,273.0,True,MEDIUM,2.0,True,Mercedes,0 days 01:03:52.673000,2026-03-08 04:04:59.296,1,1.0,False,,False,True,85.007,85.007,0.3810000000000002
0 days 01:06:44.124000,RUS,63,0 days 00:01:26.444000,3.0,1.0,,,0 days 00:00:29.845000,0 days 00:00:18.533000,0 days 00:00:38.066000,0 days 01:05:47.629000,0 days 01:06:06.162000,0 days 01:06:44.228000,269.0,289.0,286.0,264.0,False,MEDIUM,3.0,True,Mercedes,0 days 01:05:17.680000,2026-03-08 04:06:24.303,1,2.0,False,,False,True,86.444,171.45100000000002,1.9510000000000218
0 days 01:08:08.913000,RUS,63,0 days 00:01:24.789000,4.0,1.0,,,0 days 00:00:29.949000,0 days 00:00:17.802000,0 days 00:00:37.038000,0 days 01:07:14.177000,0 days 01:07:31.979000,0 days 01:08:09.017000,269.0,286.0,298.0,271.0,True,MEDIUM,4.0,True,Mercedes,0 days 01:06:44.124000,2026-03-08 04:07:50.747,1,2.0,False,,False,True,84.789,256.24,1.6740000000000066
0 days 01:09:32.930000,RUS,63,0 days 00:01:24.017000,5.0,1.0,,,0 days 00:00:29.636000,0 days 00:00:17.848000,0 days 00:00:36.533000,0 days 01:08:38.653000,0 days 01:08:56.501000,0 days 01:09:33.034000,264.0,305.0,296.0,291.0,True,MEDIUM,5.0,True,Mercedes,0 days 01:08:08.913000,2026-03-08 04:09:15.536,1,2.0,False,,False,True,84.017,340.257,1.1890000000000214
0 days 01:10:57.569000,RUS,63,0 days 00:01:24.639000,6.0,1.0,,,0 days 00:00:29.498000,0 days 00:00:17.709000,0 days 00:00:37.432000,0 days 01:10:02.532000,0 days 01:10:20.241000,0 days 01:10:57.673000,263.0,291.0,314.0,298.0,False,MEDIUM,6.0,True,Mercedes,0 days 01:09:32.930000,2026-03-08 04:10:39.553,1,2.0,False,,False,True,84.639,424.896,79.36099999999999
0 days 01:12:21.668000,RUS,63,0 days 00:01:24.099000,7.0,1.0,,,0 days 00:00:29.617000,0 days 00:00:18.059000,0 days 00:00:36.423000,0 days 01:11:27.290000,0 days 01:11:45.349000,0 days 01:12:21.772000,263.0,288.0,307.0,285.0,False,MEDIUM,7.0,True,Mercedes,0 days 01:10:57.569000,2026-03-08 04:12:04.192,1,2.0,False,,False,True,84.099,508.995,78.38099999999997
0 days 01:13:46.858000,RUS,63,0 days 00:01:25.190000,8.0,1.0,,,0 days 00:00:29.435000,0 days 00:00:18.391000,0 days 00:00:37.364000,0 days 01:12:51.207000,0 days 01:13:09.598000,0 days 01:13:46.962000,258.0,287.0,316.0,301.0,False,MEDIUM,8.0,True,Mercedes,0 days 01:12:21.668000,2026-03-08 04:13:28.291,1,2.0,False,,False,True,85.19,594.185,78.60699999999997
0 days 01:15:12.836000,RUS,63,0 days 00:01:25.978000,9.0,1.0,,,0 days 00:00:31.313000,0 days 00:00:18.163000,0 days 00:00:36.502000,0 days 01:14:18.275000,0 days 01:14:36.438000,0 days 01:15:12.940000,258.0,280.0,304.0,298.0,False,MEDIUM,9.0,True,Mercedes,0 days 01:13:46.858000,2026-03-08 04:14:53.481,1,2.0,False,,False,True,85.978,680.163,79.144
0 days 01:16:36.948000,RUS,63,0 days 00:01:24.112000,10.0,1.0,,,0 days 00:00:29.655000,0 days 00:00:18.171000,0 days 00:00:36.286000,0 days 01:15:42.595000,0 days 01:16:00.766000,0 days 01:16:37.052000,261.0,291.0,307.0,289.0,False,MEDIUM,10.0,True,Mercedes,0 days 01:15:12.836000,2026-03-08 04:16:19.459,1,2.0,False,,False,True,84.112,764.275,76.58699999999999
0 days 01:18:00.915000,RUS,63,0 days 00:01:23.967000,11.0,1.0,,,0 days 00:00:29.442000,0 days 00:00:18.107000,0 days 00:00:36.418000,0 days 01:17:06.494000,0 days 01:17:24.601000,0 days 01:18:01.019000,265.0,301.0,305.0,305.0,True,MEDIUM,11.0,True,Mercedes,0 days 01:16:36.948000,2026-03-08 04:17:43.571,1,2.0,False,,False,True,83.967,848.242,1.5259999999999536
0 days 01:24:54.433000,RUS,63,0 days 00:01:22.825000,15.0,2.0,,,0 days 00:00:29.080000,0 days 00:00:17.746000,0 days 00:00:35.999000,0 days 01:24:00.792000,0 days 01:24:18.538000,0 days 01:24:54.537000,263.0,300.0,283.0,291.0,True,HARD,3.0,True,Mercedes,0 days 01:23:31.608000,2026-03-08 04:24:38.231,1,3.0,False,,False,True,82.825,931.067,149.98000000000002
0 days 01:26:17.356000,RUS,63,0 days 00:01:22.923000,16.0,2.0,,,0 days 00:00:29.106000,0 days 00:00:17.699000,0 days 00:00:36.118000,0 days 01:25:23.643000,0 days 01:25:41.342000,0 days 01:26:17.460000,261.0,302.0,289.0,290.0,False,HARD,4.0,True,Mercedes,0 days 01:24:54.433000,2026-03-08 04:26:01.056,1,3.0,False,,False,True,82.923,1013.99,146.99199999999996
0 days 01:27:40.121000,RUS,63,0 days 00:01:22.765000,17.0,2.0,,,0 days 00:00:29.085000,0 days 00:00:17.750000,0 days 00:00:35.930000,0 days 01:26:46.545000,0 days 01:27:04.295000,0 days 01:27:40.225000,259.0,302.0,292.0,298.0,True,HARD,5.0,True,Mercedes,0 days 01:26:17.356000,2026-03-08 04:27:23.979,1,3.0,False,,False,True,82.765,1096.755,144.0490000000001
0 days 01:33:57.963000,RUS,63,0 days 00:01:22.670000,21.0,2.0,,,0 days 00:00:28.979000,0 days 00:00:17.717000,0 days 00:00:35.974000,0 days 01:33:04.376000,0 days 01:33:22.093000,0 days 01:33:58.067000,260.0,309.0,296.0,299.0,True,HARD,9.0,True,Mercedes,0 days 01:32:35.293000,2026-03-08 04:33:41.916,1,3.0,False,,False,True,82.67,1179.425,84.49000000000001
0 days 01:35:20.855000,RUS,63,0 days 00:01:22.892000,22.0,2.0,,,0 days 00:00:29.065000,0 days 00:00:17.777000,0 days 00:00:36.050000,0 days 01:34:27.132000,0 days 01:34:44.909000,0 days 01:35:20.959000,263.0,303.0,295.0,295.0,False,HARD,10.0,True,Mercedes,0 days 01:33:57.963000,2026-03-08 04:35:04.586,1,3.0,False,,False,True,82.892,1262.317,84.51999999999998
0 days 01:36:43.683000,RUS,63,0 days 00:01:22.828000,23.0,2.0,,,0 days 00:00:28.915000,0 days 00:00:17.696000,0 days 00:00:36.217000,0 days 01:35:49.874000,0 days 01:36:07.570000,0 days 01:36:43.787000,268.0,306.0,297.0,298.0,False,HARD,11.0,True,Mercedes,0 days 01:35:20.855000,2026-03-08 04:36:27.478,1,3.0,False,,False,True,82.828,1345.145,84.76600000000008
0 days 01:38:07.149000,RUS,63,0 days 00:01:23.466000,24.0,2.0,,,0 days 00:00:29.631000,0 days 00:00:17.798000,0 days 00:00:36.037000,0 days 01:37:13.418000,0 days 01:37:31.216000,0 days 01:38:07.253000,271.0,302.0,295.0,268.0,False,HARD,12.0,True,Mercedes,0 days 01:36:43.683000,2026-03-08 04:37:50.306,1,3.0,False,,False,True,83.466,1428.6109999999999,85.00999999999976
0 days 01:39:30.028000,RUS,63,0 days 00:01:22.879000,25.0,2.0,,,0 days 00:00:28.936000,0 days 00:00:17.717000,0 days 00:00:36.226000,0 days 01:38:36.189000,0 days 01:38:53.906000,0 days 01:39:30.132000,273.0,303.0,299.0,301.0,False,HARD,13.0,True,Mercedes,0 days 01:38:07.149000,2026-03-08 04:39:13.772,1,2.0,False,,False,True,82.879,1511.49,83.34400000000005
0 days 01:40:53.121000,RUS,63,0 days 00:01:23.093000,26.0,2.0,,,0 days 00:00:29.058000,0 days 00:00:17.797000,0 days 00:00:36.238000,0 days 01:39:59.190000,0 days 01:40:16.987000,0 days 01:40:53.225000,273.0,303.0,295.0,305.0,False,HARD,14.0,True,Mercedes,0 days 01:39:30.028000,2026-03-08 04:40:36.651,1,2.0,False,,False,True,83.093,1594.583,83.29899999999998
0 days 01:42:16.309000,RUS,63,0 days 00:01:23.188000,27.0,2.0,,,0 days 00:00:29.123000,0 days 00:00:17.719000,0 days 00:00:36.346000,0 days 01:41:22.348000,0 days 01:41:40.067000,0 days 01:42:16.413000,272.0,306.0,299.0,302.0,False,HARD,15.0,True,Mercedes,0 days 01:40:53.121000,2026-03-08 04:41:59.744,1,2.0,False,,False,True,83.188,1677.771,161.164
0 days 01:43:39.699000,RUS,63,0 days 00:01:23.390000,28.0,2.0,,,0 days 00:00:28.857000,0 days 00:00:17.643000,0 days 00:00:36.890000,0 days 01:42:45.270000,0 days 01:43:02.913000,0 days 01:43:39.803000,275.0,304.0,311.0,301.0,False,HARD,16.0,True,Mercedes,0 days 01:42:16.309000,2026-03-08 04:43:22.932,1,1.0,False,,False,True,83.39,1761.161,161.46500000000015
0 days 01:45:03.185000,RUS,63,0 days 00:01:23.486000,29.0,2.0,,,0 days 00:00:29.066000,0 days 00:00:18.031000,0 days 00:00:36.389000,0 days 01:44:08.869000,0 days 01:44:26.900000,0 days 01:45:03.289000,270.0,301.0,294.0,321.0,False,HARD,17.0,True,Mercedes,0 days 01:43:39.699000,2026-03-08 04:44:46.322,1,1.0,False,,False,True,83.486,1844.647,161.96399999999994
0 days 01:46:26.457000,RUS,63,0 days 00:01:23.272000,30.0,2.0,,,0 days 00:00:29.204000,0 days 00:00:17.788000,0 days 00:00:36.280000,0 days 01:45:32.493000,0 days 01:45:50.281000,0 days 01:46:26.561000,267.0,303.0,293.0,288.0,False,HARD,18.0,True,Mercedes,0 days 01:45:03.185000,2026-03-08 04:46:09.808,1,1.0,False,,False,True,83.272,1927.919,162.21000000000004
0 days 01:47:49.604000,RUS,63,0 days 00:01:23.147000,31.0,2.0,,,0 days 00:00:29.132000,0 days 00:00:17.699000,0 days 00:00:36.316000,0 days 01:46:55.693000,0 days 01:47:13.392000,0 days 01:47:49.708000,271.0,308.0,299.0,296.0,False,HARD,19.0,True,Mercedes,0 days 01:46:26.457000,2026-03-08 04:47:33.080,1,1.0,False,,False,True,83.147,2011.066,162.423
0 days 01:49:13.144000,RUS,63,0 days 00:01:23.540000,32.0,2.0,,,0 days 00:00:29.174000,0 days 00:00:17.728000,0 days 00:00:36.638000,0 days 01:48:18.882000,0 days 01:48:36.610000,0 days 01:49:13.248000,274.0,308.0,293.0,303.0,False,HARD,20.0,True,Mercedes,0 days 01:47:49.604000,2026-03-08 04:48:56.227,1,1.0,False,,False,True,83.54,2094.606,163.0160000000003
0 days 01:50:36.982000,RUS,63,0 days 00:01:23.838000,33.0,2.0,,,0 days 00:00:29.242000,0 days 00:00:17.777000,0 days 00:00:36.819000,0 days 01:49:42.490000,0 days 01:50:00.267000,0 days 01:50:37.086000,274.0,300.0,292.0,301.0,False,HARD,21.0,True,Mercedes,0 days 01:49:13.144000,2026-03-08 04:50:19.767,1,1.0,False,,False,True,83.838,2178.444,164.43100000000004
0 days 01:53:37.591000,RUS,63,0 days 00:01:23.017000,35.0,2.0,,,0 days 00:00:29.314000,0 days 00:00:17.824000,0 days 00:00:35.879000,,0 days 01:53:01.816000,0 days 01:53:37.695000,260.0,299.0,296.0,302.0,False,HARD,23.0,True,Mercedes,0 days 01:52:14.574000,2026-03-08 04:53:21.197,1,1.0,False,,False,True,83.017,2261.4610000000002,163.1550000000002
0 days 01:55:00.320000,RUS,63,0 days 00:01:22.729000,36.0,2.0,,,0 days 00:00:29.079000,0 days 00:00:17.753000,0 days 00:00:35.897000,0 days 01:54:06.774000,0 days 01:54:24.527000,0 days 01:55:00.424000,256.0,299.0,293.0,300.0,False,HARD,24.0,True,Mercedes,0 days 01:53:37.591000,2026-03-08 04:54:44.214,1,1.0,False,,False,True,82.729,2344.19,244.76700000000028
0 days 01:56:23.159000,RUS,63,0 days 00:01:22.839000,37.0,2.0,,,0 days 00:00:29.197000,0 days 00:00:17.745000,0 days 00:00:35.897000,0 days 01:55:29.621000,0 days 01:55:47.366000,0 days 01:56:23.263000,256.0,299.0,298.0,295.0,False,HARD,25.0,True,Mercedes,0 days 01:55:00.320000,2026-03-08 04:56:06.943,1,1.0,False,,False,True,82.839,2427.029,241.28600000000006
0 days 01:57:46.022000,RUS,63,0 days 00:01:22.863000,38.0,2.0,,,0 days 00:00:29.211000,0 days 00:00:17.790000,0 days 00:00:35.862000,0 days 01:56:52.474000,0 days 01:57:10.264000,0 days 01:57:46.126000,255.0,300.0,300.0,296.0,False,HARD,26.0,True,Mercedes,0 days 01:56:23.159000,2026-03-08 04:57:29.782,1,1.0,False,,False,True,82.863,2509.892,237.779
0 days 01:59:08.760000,RUS,63,0 days 00:01:22.738000,39.0,2.0,,,0 days 00:00:29.102000,0 days 00:00:17.664000,0 days 00:00:35.972000,0 days 01:58:15.228000,0 days 01:58:32.892000,0 days 01:59:08.864000,257.0,302.0,300.0,299.0,False,HARD,27.0,True,Mercedes,0 days 01:57:46.022000,2026-03-08 04:58:52.645,1,1.0,False,,False,True,82.738,2592.63,161.4050000000002
0 days 02:00:31.675000,RUS,63,0 days 00:01:22.915000,40.0,2.0,,,0 days 00:00:29.172000,0 days 00:00:17.651000,0 days 00:00:36.092000,0 days 01:59:38.036000,0 days 01:59:55.687000,0 days 02:00:31.779000,257.0,304.0,300.0,300.0,False,HARD,28.0,True,Mercedes,0 days 01:59:08.760000,2026-03-08 05:00:15.383,1,1.0,False,,False,True,82.915,2675.545,161.38999999999987
0 days 02:01:54.748000,RUS,63,0 days 00:01:23.073000,41.0,2.0,,,0 days 00:00:29.173000,0 days 00:00:17.609000,0 days 00:00:36.291000,0 days 02:01:00.952000,0 days 02:01:18.561000,0 days 02:01:54.852000,260.0,305.0,303.0,303.0,False,HARD,29.0,True,Mercedes,0 days 02:00:31.675000,2026-03-08 05:01:38.298,1,1.0,False,,False,True,83.073,2758.618,401.06100000000015
0 days 02:03:17.802000,RUS,63,0 days 00:01:23.054000,42.0,2.0,,,0 days 00:00:29.325000,0 days 00:00:17.652000,0 days 00:00:36.077000,0 days 02:02:24.177000,0 days 02:02:41.829000,0 days 02:03:17.906000,261.0,304.0,298.0,305.0,False,HARD,30.0,True,Mercedes,0 days 02:01:54.748000,2026-03-08 05:03:01.371,1,1.0,False,,False,True,83.054,2841.672,398.4079999999999
0 days 02:04:40.695000,RUS,63,0 days 00:01:22.893000,43.0,2.0,,,0 days 00:00:29.111000,0 days 00:00:17.575000,0 days 00:00:36.207000,0 days 02:03:47.017000,0 days 02:04:04.592000,0 days 02:04:40.799000,258.0,306.0,301.0,300.0,False,HARD,31.0,True,Mercedes,0 days 02:03:17.802000,2026-03-08 05:04:24.425,1,1.0,False,,False,True,82.893,2924.565,395.38200000000006
0 days 02:06:03.551000,RUS,63,0 days 00:01:22.856000,44.0,2.0,,,0 days 00:00:29.170000,0 days 00:00:17.585000,0 days 00:00:36.101000,0 days 02:05:09.969000,0 days 02:05:27.554000,0 days 02:06:03.655000,260.0,307.0,301.0,304.0,False,HARD,32.0,True,Mercedes,0 days 02:04:40.695000,2026-03-08 05:05:47.318,1,1.0,False,,False,True,82.856,3007.421,161.58099999999968
0 days 02:07:27.028000,RUS,63,0 days 00:01:23.477000,45.0,2.0,,,0 days 00:00:29.305000,0 days 00:00:17.512000,0 days 00:00:36.660000,0 days 02:06:32.960000,0 days 02:06:50.472000,0 days 02:07:27.132000,262.0,312.0,305.0,304.0,False,HARD,33.0,True,Mercedes,0 days 02:06:03.551000,2026-03-08 05:07:10.174,1,1.0,False,,False,True,83.477,3090.898,162.39300000000003
0 days 02:08:50.779000,RUS,63,0 days 00:01:23.751000,46.0,2.0,,,0 days 00:00:29.348000,0 days 00:00:18.049000,0 days 00:00:36.354000,0 days 02:07:56.480000,0 days 02:08:14.529000,0 days 02:08:50.883000,269.0,304.0,297.0,306.0,False,HARD,34.0,True,Mercedes,0 days 02:07:27.028000,2026-03-08 05:08:33.651,1,1.0,False,,False,True,83.751,3174.649,163.19900000000007
0 days 02:10:13.812000,RUS,63,0 days 00:01:23.033000,47.0,2.0,,,0 days 00:00:29.286000,0 days 00:00:17.617000,0 days 00:00:36.130000,0 days 02:09:20.169000,0 days 02:09:37.786000,0 days 02:10:13.916000,263.0,303.0,295.0,302.0,False,HARD,35.0,True,Mercedes,0 days 02:08:50.779000,2026-03-08 05:09:57.402,1,1.0,False,,False,True,83.033,3257.682,163.55499999999984
0 days 02:11:36.846000,RUS,63,0 days 00:01:23.034000,48.0,2.0,,,0 days 00:00:29.180000,0 days 00:00:17.596000,0 days 00:00:36.258000,0 days 02:10:43.096000,0 days 02:11:00.692000,0 days 02:11:36.950000,260.0,304.0,300.0,302.0,False,HARD,36.0,True,Mercedes,0 days 02:10:13.812000,2026-03-08 05:11:20.435,1,1.0,False,,False,True,83.034,3340.716,163.82499999999982
0 days 02:12:59.690000,RUS,63,0 days 00:01:22.844000,49.0,2.0,,,0 days 00:00:29.104000,0 days 00:00:17.537000,0 days 00:00:36.203000,0 days 02:12:06.054000,0 days 02:12:23.591000,0 days 02:12:59.794000,260.0,308.0,304.0,304.0,False,HARD,37.0,True,Mercedes,0 days 02:11:36.846000,2026-03-08 05:12:43.469,1,1.0,False,,False,True,82.844,3423.56,163.83399999999983
0 days 02:14:22.777000,RUS,63,0 days 00:01:23.087000,50.0,2.0,,,0 days 00:00:29.182000,0 days 00:00:17.631000,0 days 00:00:36.274000,0 days 02:13:28.976000,0 days 02:13:46.607000,0 days 02:14:22.881000,262.0,305.0,300.0,306.0,False,HARD,38.0,True,Mercedes,0 days 02:12:59.690000,2026-03-08 05:14:06.313,1,1.0,False,,False,True,83.087,3506.647,163.61099999999988
0 days 02:15:45.539000,RUS,63,0 days 00:01:22.762000,51.0,2.0,,,0 days 00:00:29.204000,0 days 00:00:17.493000,0 days 00:00:36.065000,0 days 02:14:52.085000,0 days 02:15:09.578000,0 days 02:15:45.643000,263.0,310.0,306.0,306.0,False,HARD,39.0,True,Mercedes,0 days 02:14:22.777000,2026-03-08 05:15:29.400,1,1.0,False,,False,True,82.762,3589.409,163.69000000000005
0 days 02:17:08.645000,RUS,63,0 days 00:01:23.106000,52.0,2.0,,,0 days 00:00:29.323000,0 days 00:00:17.606000,0 days 00:00:36.177000,0 days 02:16:14.966000,0 days 02:16:32.572000,0 days 02:17:08.749000,262.0,313.0,305.0,309.0,False,HARD,40.0,True,Mercedes,0 days 02:15:45.539000,2026-03-08 05:16:52.162,1,1.0,False,,False,True,83.106,3672.515,163.788
0 days 02:18:31.714000,RUS,63,0 days 00:01:23.069000,53.0,2.0,,,0 days 00:00:29.144000,0 days 00:00:17.461000,0 days 00:00:36.464000,0 days 02:17:37.893000,0 days 02:17:55.354000,0 days 02:18:31.818000,263.0,309.0,305.0,309.0,False,HARD,41.0,True,Mercedes,0 days 02:17:08.645000,2026-03-08 05:18:15.268,1,1.0,False,,False,True,83.069,3755.584,163.692
0 days 02:19:54.814000,RUS,63,0 days 00:01:23.100000,54.0,2.0,,,0 days 00:00:29.272000,0 days 00:00:17.560000,0 days 00:00:36.268000,0 days 02:19:01.090000,0 days 02:19:18.650000,0 days 02:19:54.918000,266.0,307.0,302.0,295.0,False,HARD,42.0,True,Mercedes,0 days 02:18:31.714000,2026-03-08 05:19:38.337,1,1.0,False,,False,True,83.1,3838.684,233.47500000000036
0 days 02:21:17.484000,RUS,63,0 days 00:01:22.670000,55.0,2.0,,,0 days 00:00:29.116000,0 days 00:00:17.549000,0 days 00:00:36.005000,0 days 02:20:24.034000,0 days 02:20:41.583000,0 days 02:21:17.588000,262.0,305.0,301.0,307.0,False,HARD,43.0,True,Mercedes,0 days 02:19:54.814000,2026-03-08 05:21:01.437,1,1.0,False,,False,True,82.67,3921.354,232.33599999999979
0 days 02:22:40.241000,RUS,63,0 days 00:01:22.757000,56.0,2.0,,,0 days 00:00:29.134000,0 days 00:00:17.535000,0 days 00:00:36.088000,0 days 02:21:46.722000,0 days 02:22:04.257000,0 days 02:22:40.345000,260.0,308.0,305.0,306.0,False,HARD,44.0,True,Mercedes,0 days 02:21:17.484000,2026-03-08 05:22:24.107,1,1.0,False,,False,True,82.757,4004.111,230.26999999999998
0 days 02:24:03.429000,RUS,63,0 days 00:01:23.188000,57.0,2.0,,,0 days 00:00:29.225000,0 days 00:00:17.458000,0 days 00:00:36.505000,0 days 02:23:09.570000,0 days 02:23:27.028000,0 days 02:24:03.533000,263.0,312.0,301.0,307.0,False,HARD,45.0,True,Mercedes,0 days 02:22:40.241000,2026-03-08 05:23:46.864,1,1.0,False,,False,True,83.188,4087.299,165.21399999999994
0 days 02:25:26.780000,RUS,63,0 days 00:01:23.351000,58.0,2.0,,,0 days 00:00:29.312000,0 days 00:00:17.630000,0 days 00:00:36.409000,0 days 02:24:32.845000,0 days 02:24:50.475000,0 days 02:25:26.884000,261.0,302.0,300.0,301.0,False,HARD,46.0,True,Mercedes,0 days 02:24:03.429000,2026-03-08 05:25:10.052,1,1.0,False,,False,True,83.351,4170.65,165.92799999999988
0 days 01:05:30.981000,BOT,77,0 days 00:01:30.152000,2.0,1.0,,,0 days 00:00:31.409000,0 days 00:00:18.420000,0 days 00:00:40.323000,0 days 01:04:32.335000,0 days 01:04:50.755000,0 days 01:05:31.078000,270.0,286.0,304.0,271.0,True,HARD,2.0,True,Cadillac,0 days 01:04:00.829000,2026-03-08 04:05:07.452,1,18.0,False,,False,True,90.152,90.152,5.525999999999996
0 days 01:07:00.200000,BOT,77,0 days 00:01:29.219000,3.0,1.0,,,0 days 00:00:31.489000,0 days 00:00:18.720000,0 days 00:00:39.010000,0 days 01:06:02.567000,0 days 01:06:21.287000,0 days 01:07:00.297000,252.0,296.0,298.0,250.0,True,HARD,3.0,True,Cadillac,0 days 01:05:30.981000,2026-03-08 04:06:37.604,1,19.0,False,,False,True,89.219,179.37099999999998,9.870999999999981
0 days 01:08:28.257000,BOT,77,0 days 00:01:28.057000,4.0,1.0,,,0 days 00:00:31.136000,0 days 00:00:18.765000,0 days 00:00:38.156000,0 days 01:07:31.433000,0 days 01:07:50.198000,0 days 01:08:28.354000,244.0,292.0,301.0,267.0,True,HARD,4.0,True,Cadillac,0 days 01:07:00.200000,2026-03-08 04:08:06.823,1,19.0,False,,False,True,88.057,267.428,12.861999999999995
